cnpj,base_date,financial_statement_type,currency,scale,order,start_of_period,end_of_period,id_account,account_description,value,account_status,type,period_type,ticker
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.05.01,Saldo Inicial de Caixa e Equivalentes,35864.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.05.02,Saldo Final de Caixa e Equivalentes,110306.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.01,Caixa Líquido Atividades Operacionais,68844.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.01.01,Recebimentos de prêmios de resseguros,4570216.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.01.02,Recuperações de sinistros e comissões,629930.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.01.03,"Outros recebimentos operacionais (Salvados, Ressarcimentos e outros)",21405.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.01.04,"Pagamento de sinistros, benefícios, resgates e comissões",-4108946.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.01.05,Repasses de prêmios por cessão de riscos,-1164896.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.01.06,Pagamentos de despesas e obrigações,-189748.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.01.07,Outros pagamentos operacionais,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.01.08,Recebimento de aluguéis,768602.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.01.09,Recebimentos de juros e dividendos,235.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.01.10,Constituição de depósitos judiciais,172.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.01.11,Aplicações de investimentos ao valor justo por meio do resultado,-2732951.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.01.12,Vendas e resgates de investimentos ao valor justo  por meio do resultado,2530816.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.01.13,Impostos e contribuições pagos,-255991.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.02,Caixa Líquido Atividades de Investimento,304003.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.02.01,Aplicações de investimentos disponíveis para venda,-2194306.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.02.02,Vendas e resgates de investimentos disponíveis para venda,2527124.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.02.03,Aplicações de investimentos mantidos até o vencimento,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.02.04,Vendas e resgates de investimentos mantidos até o vencimento,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.02.05,Pagamentos pela compra de ativo permanente - Imobilizado,-1533.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.02.06,Pagamento pela compra de ativo permanente - Intangível,-25645.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.02.07,Recebimento pela venda - Imobilizado,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.02.08,Dividendos - Participações societárias,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.02.09,Pagamento pela compra de ativo permanente - Investimentos,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.02.10,Pagamento de arrendamento mercantil,-1637.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.02.11,Recebimento pela venda - Investimento,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.03,Caixa Líquido Atividades de Financiamento,-270870.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.03.01,Aumento de capital,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.03.02,Distribuição de dividendos e juros sobre o capital próprio,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.03.03,Aquisição das ações próprias,-270870.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.04,Variação Cambial s/ Caixa e Equivalentes,-4771.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.05,Aumento (Redução) de Caixa e Equivalentes,97206.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.05.01,Saldo Inicial de Caixa e Equivalentes,35864.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.05.02,Saldo Final de Caixa e Equivalentes,133070.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.01,Caixa Líquido Atividades Operacionais,-299115.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.01.01,Recebimentos de prêmios de resseguros,6866579.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.01.02,Recuperações de sinistros e comissões,1134034.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.01.03,"Outros recebimentos operacionais (Salvados, Ressarcimentos e outros)",104372.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.01.04,"Pagamento de sinistros, benefícios, resgates e comissões",-5982445.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.01.05,Repasses de prêmios por cessão de riscos,-1906367.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.01.06,Pagamentos de despesas e obrigações,-297532.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.01.07,Outros pagamentos operacionais,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.01.08,Recebimento de aluguéis,938387.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.01.09,Recebimentos de juros e dividendos,238.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.01.10,Constituição de depósitos judiciais,19510.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.01.11,Aplicações de investimentos ao valor justo por meio do resultado,-4919923.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.01.12,Vendas e resgates de investimentos ao valor justo  por meio do resultado,4048697.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.01.13,Impostos e contribuições pagos,-304665.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.02,Caixa Líquido Atividades de Investimento,-1620758.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.02.01,Aplicações de investimentos disponíveis para venda,-5496685.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.02.02,Vendas e resgates de investimentos disponíveis para venda,3985220.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.02.03,Aplicações de investimentos mantidos até o vencimento,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.02.04,Vendas e resgates de investimentos mantidos até o vencimento,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.02.05,Pagamentos pela compra de ativo permanente - Imobilizado,-1841.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.02.06,Pagamento pela compra de ativo permanente - Intangível,-39629.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.02.07,Recebimento pela venda - Imobilizado,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.02.08,Dividendos - Participações societárias,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.02.09,Pagamento pela compra de ativo permanente - Investimentos,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.02.10,Pagamento de arrendamento mercantil,-2675.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.02.11,Recebimento pela venda - Investimento,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.02.12,Redução - Participações societárias,-65148.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.03,Caixa Líquido Atividades de Financiamento,1996793.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.03.01,Aumento de capital,2266657.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.03.02,Distribuição de dividendos e juros sobre o capital próprio,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.03.03,Aquisição das ações próprias,-270870.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.03.04,Ágio na emissão de ações,1006.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.04,Variação Cambial s/ Caixa e Equivalentes,-81001.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.05,Aumento (Redução) de Caixa e Equivalentes,-4081.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.05.01,Saldo Inicial de Caixa e Equivalentes,35864.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-09-30,6.05.02,Saldo Final de Caixa e Equivalentes,31783.0,S,Direct Cash Flow,YTD,IRBR3
07.857.093/0001-14,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.01,Caixa Líquido Atividades Operacionais,214188.0,S,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.01.01,Lucro (Prejuízo) do período,76351.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.01.02,Itens que não afetam caixa,189363.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.01.03,Variações no capital de giro,-31399.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.01.04,Impostos pagos,-37711.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.01.05,Outros ativos e passivos,17584.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.02,Caixa Líquido Atividades de Investimento,-113304.0,S,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.02.01,"Aquisição de imobilizado, líquido",-114085.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.02.02,Resgates líquidos no vencimento de aplicações financeiras,0.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.02.03,Valor recebido pela venda de imobilizado,781.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.03,Caixa Líquido Atividades de Financiamento,95033.0,S,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.03.01,Obtenção de empréstimos,163888.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.03.02,Valor recebido pelo exercício de opções de ações,8565.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.03.03,Pagamento de empréstimos de curto prazo,-63712.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.03.04,Pagamento de outros passivos,-2363.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.03.05,Pagamento do principal de passivos de arrendamento,-5657.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.03.06,Juros de empréstimos pagos,-5688.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.03.07,Pagamento de dividendos,0.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.04,Variação Cambial s/ Caixa e Equivalentes,51032.0,S,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.05,Aumento (Redução) de Caixa e Equivalentes,246949.0,S,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.05.01,Saldo Inicial de Caixa e Equivalentes,612057.0,S,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.05.02,Saldo Final de Caixa e Equivalentes,859006.0,S,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.01,Caixa Líquido Atividades Operacionais,346706.0,S,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.01.01,Lucro (prejuízo) do período,190544.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.01.02,Itens que não afetam caixa,309927.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.01.03,Variações no capital de giro,-65567.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.01.04,Impostos pagos,-85873.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.01.05,Outros ativos e passivos,-2325.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.02,Caixa Líquido Atividades de Investimento,-225412.0,S,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.02.01,Aquisição de imobilizado líquido,-227857.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.02.02,Valor recebido da venda de imobilizado,2445.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.03,Caixa Líquido Atividades de Financiamento,-232840.0,S,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.03.01,Obtenção de empréstimos,197017.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.03.02,Pagamentos de dividendos,-319227.0,N,Direct Cash Flow,YTD,AURA33
