cnpj,base_date,financial_statement_type,currency,scale,order,start_of_period,end_of_period,id_account,account_description,value,account_status,type,start_month,end_month,period_type,ticker
07.857.093/0001-14,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.06.01,Receitas Financeiras,0.0,S,Income Statement,04,06,Quarter,AURA33
07.857.093/0001-14,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.06.02,Despesas Financeiras,0.0,S,Income Statement,04,06,Quarter,AURA33
07.857.093/0001-14,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.07,Resultado Antes dos Tributos sobre o Lucro,0.0,S,Income Statement,04,06,Quarter,AURA33
07.857.093/0001-14,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,0.0,S,Income Statement,04,06,Quarter,AURA33
07.857.093/0001-14,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.08.01,Corrente,-35692.0,S,Income Statement,04,06,Quarter,AURA33
07.857.093/0001-14,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.08.02,Diferido,-4779.0,S,Income Statement,04,06,Quarter,AURA33
07.857.093/0001-14,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.09,Resultado Líquido das Operações Continuadas,18069.0,S,Income Statement,04,06,Quarter,AURA33
07.857.093/0001-14,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.10,Resultado Líquido de Operações Descontinuadas,55429.0,S,Income Statement,04,06,Quarter,AURA33
07.857.093/0001-14,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,0.0,S,Income Statement,04,06,Quarter,AURA33
07.857.093/0001-14,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,0.0,S,Income Statement,04,06,Quarter,AURA33
07.857.093/0001-14,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.11,Lucro/Prejuízo Consolidado do Período,73498.0,S,Income Statement,04,06,Quarter,AURA33
07.857.093/0001-14,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.11.01,Atribuído a Sócios da Empresa Controladora,0.0,S,Income Statement,04,06,Quarter,AURA33
07.857.093/0001-14,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.11.02,Atribuído a Sócios Não Controladores,0.0,S,Income Statement,04,06,Quarter,AURA33
07.857.093/0001-14,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.99,Lucro por Ação - (Reais / Ação),0.0,N,Income Statement,04,06,Quarter,AURA33
07.857.093/0001-14,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.99.01,Lucro Básico por Ação,1.01,N,Income Statement,04,06,Quarter,AURA33
07.857.093/0001-14,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.99.01.01,ON,0.0,N,Income Statement,04,06,Quarter,AURA33
07.857.093/0001-14,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.99.02,Lucro Diluído por Ação,1.01,N,Income Statement,04,06,Quarter,AURA33
07.857.093/0001-14,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.99.02.01,ON,0.0,N,Income Statement,04,06,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.01,Receita de Venda de Bens e/ou Serviços,425930.0,S,Income Statement,07,09,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.02,Custo dos Bens e/ou Serviços Vendidos,-342895.0,S,Income Statement,07,09,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.03,Resultado Bruto,83035.0,S,Income Statement,07,09,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.04,Despesas/Receitas Operacionais,-25838.0,S,Income Statement,07,09,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.04.01,Despesas com Vendas,0.0,S,Income Statement,07,09,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.04.02,Despesas Gerais e Administrativas,-23168.0,S,Income Statement,07,09,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.04.03,Perdas pela Não Recuperabilidade de Ativos,0.0,S,Income Statement,07,09,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.04.04,Outras Receitas Operacionais,0.0,S,Income Statement,07,09,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.04.05,Outras Despesas Operacionais,-2670.0,S,Income Statement,07,09,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.04.05.01,Despesas de tratamento e manutenção,-1920.0,N,Income Statement,07,09,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.04.05.02,Gastos com exploração,-18220.0,N,Income Statement,07,09,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.04.05.03,Outras receitas (despesas),17470.0,N,Income Statement,07,09,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.04.06,Resultado de Equivalência Patrimonial,0.0,S,Income Statement,07,09,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,57197.0,S,Income Statement,07,09,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.06,Resultado Financeiro,-31015.0,S,Income Statement,07,09,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.06.01,Receitas Financeiras,0.0,S,Income Statement,07,09,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.06.02,Despesas Financeiras,-31015.0,S,Income Statement,07,09,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.07,Resultado Antes dos Tributos sobre o Lucro,26182.0,S,Income Statement,07,09,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-25817.0,S,Income Statement,07,09,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.08.01,Corrente,-11012.0,S,Income Statement,07,09,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.08.02,Diferido,-14805.0,S,Income Statement,07,09,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.09,Resultado Líquido das Operações Continuadas,365.0,S,Income Statement,07,09,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.10,Resultado Líquido de Operações Descontinuadas,0.0,S,Income Statement,07,09,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,0.0,S,Income Statement,07,09,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,0.0,S,Income Statement,07,09,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.11,Lucro/Prejuízo Consolidado do Período,365.0,S,Income Statement,07,09,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.11.01,Atribuído a Sócios da Empresa Controladora,0.0,S,Income Statement,07,09,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.11.02,Atribuído a Sócios Não Controladores,0.0,S,Income Statement,07,09,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.99,Lucro por Ação - (Reais / Ação),0.0,N,Income Statement,07,09,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.99.01,Lucro Básico por Ação,0.0,N,Income Statement,07,09,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.99.01.01,ON,-0.01,N,Income Statement,07,09,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.99.02,Lucro Diluído por Ação,0.0,N,Income Statement,07,09,Quarter,AURA33
07.857.093/0001-14,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.99.02.01,ON,-0.01,N,Income Statement,07,09,Quarter,AURA33
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.01,Receita de Venda de Bens e/ou Serviços,795647.0,S,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.01.01,"Receita de Infra, Correção Monet, Operação e Manutenção, e Outras, Líquidas",541569.0,N,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.01.02,Remuneração do Ativo de Contrato da Concessão,254078.0,N,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.02,Custo dos Bens e/ou Serviços Vendidos,-69712.0,S,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.02.01,Pessoal,-20418.0,N,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.02.02,Material,-36269.0,N,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.02.03,Serviços de Terceiros,-8812.0,N,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.02.04,Depreciação e Amortização,-2573.0,N,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.02.05,Outros custos operacionais,-1640.0,N,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.03,Resultado Bruto,725935.0,S,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.04,Despesas/Receitas Operacionais,169356.0,S,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.04.01,Despesas com Vendas,0.0,S,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.04.02,Despesas Gerais e Administrativas,-39400.0,S,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.04.02.01,Pessoal e Administradores,-28827.0,N,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.04.02.02,Serviços de Terceiros,-6290.0,N,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.04.02.03,Depreciação e Amortização,-4283.0,N,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.04.03,Perdas pela Não Recuperabilidade de Ativos,0.0,S,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.04.04,Outras Receitas Operacionais,0.0,S,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.04.05,Outras Despesas Operacionais,-1902.0,S,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.04.06,Resultado de Equivalência Patrimonial,210658.0,S,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.04.06.01,Resultado de Equivalência Patrimonial,210658.0,N,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,895291.0,S,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.06,Resultado Financeiro,-228179.0,S,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.06.01,Receitas Financeiras,23047.0,S,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.06.02,Despesas Financeiras,-251226.0,S,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.07,Resultado Antes dos Tributos sobre o Lucro,667112.0,S,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-107189.0,S,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.08.01,Corrente,-10016.0,S,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.08.02,Diferido,-97173.0,S,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.09,Resultado Líquido das Operações Continuadas,559923.0,S,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.10,Resultado Líquido de Operações Descontinuadas,0.0,S,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,0.0,S,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,0.0,S,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.11,Lucro/Prejuízo Consolidado do Período,559923.0,S,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.11.01,Atribuído a Sócios da Empresa Controladora,559923.0,S,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.11.02,Atribuído a Sócios Não Controladores,0.0,S,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.99,Lucro por Ação - (Reais / Ação),0.0,N,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.99.01,Lucro Básico por Ação,0.0,N,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.99.01.01,ON,0.54178,N,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.99.01.02,PN,0.54178,N,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.99.02,Lucro Diluído por Ação,0.0,N,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.99.02.01,ON,0.54178,N,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.99.02.02,PN,0.54178,N,Income Statement,01,03,Quarter,TAEE11
07.859.971/0001-30,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.01,Receita de Venda de Bens e/ou Serviços,847721.0,S,Income Statement,04,06,Quarter,TAEE11
07.859.971/0001-30,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.01.01,"Receita de infra, Correção Monet, operação e manutenção, e outras, líquidas",583720.0,N,Income Statement,04,06,Quarter,TAEE11
07.859.971/0001-30,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.01.02,Remuneração do ativo de contrato de concessão,264001.0,N,Income Statement,04,06,Quarter,TAEE11
07.859.971/0001-30,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.02,Custo dos Bens e/ou Serviços Vendidos,-93797.0,S,Income Statement,04,06,Quarter,TAEE11
07.859.971/0001-30,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.02.01,Pessoal,-20846.0,N,Income Statement,04,06,Quarter,TAEE11
07.859.971/0001-30,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.02.02,Material,-51320.0,N,Income Statement,04,06,Quarter,TAEE11
07.859.971/0001-30,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.02.03,Serviços de Terceiros,-17156.0,N,Income Statement,04,06,Quarter,TAEE11
07.859.971/0001-30,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.02.04,Depreciação e Amortização,-2649.0,N,Income Statement,04,06,Quarter,TAEE11
07.859.971/0001-30,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.02.05,Outros custos operacionais,-1826.0,N,Income Statement,04,06,Quarter,TAEE11
07.859.971/0001-30,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.03,Resultado Bruto,753924.0,S,Income Statement,04,06,Quarter,TAEE11
07.859.971/0001-30,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.04,Despesas/Receitas Operacionais,171208.0,S,Income Statement,04,06,Quarter,TAEE11
07.859.971/0001-30,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.04.01,Despesas com Vendas,0.0,S,Income Statement,04,06,Quarter,TAEE11
07.859.971/0001-30,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.04.02,Despesas Gerais e Administrativas,-44650.0,S,Income Statement,04,06,Quarter,TAEE11
07.859.971/0001-30,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.04.02.01,Pessoal e administradores,-28387.0,N,Income Statement,04,06,Quarter,TAEE11
07.859.971/0001-30,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.04.02.02,Serviços de terceiros,-11822.0,N,Income Statement,04,06,Quarter,TAEE11
07.859.971/0001-30,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.04.02.03,Depreciação e Amortização,-4441.0,N,Income Statement,04,06,Quarter,TAEE11
07.859.971/0001-30,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.04.03,Perdas pela Não Recuperabilidade de Ativos,0.0,S,Income Statement,04,06,Quarter,TAEE11
07.859.971/0001-30,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.04.04,Outras Receitas Operacionais,0.0,S,Income Statement,04,06,Quarter,TAEE11
07.859.971/0001-30,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.04.05,Outras Despesas Operacionais,-10220.0,S,Income Statement,04,06,Quarter,TAEE11
07.859.971/0001-30,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.04.06,Resultado de Equivalência Patrimonial,226078.0,S,Income Statement,04,06,Quarter,TAEE11
07.859.971/0001-30,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.04.06.01,Resultado de equivalência patrimonial,226078.0,N,Income Statement,04,06,Quarter,TAEE11
07.859.971/0001-30,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,925132.0,S,Income Statement,04,06,Quarter,TAEE11
07.859.971/0001-30,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.06,Resultado Financeiro,-260577.0,S,Income Statement,04,06,Quarter,TAEE11
07.859.971/0001-30,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.06.01,Receitas Financeiras,46908.0,S,Income Statement,04,06,Quarter,TAEE11
07.859.971/0001-30,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.06.02,Despesas Financeiras,-307485.0,S,Income Statement,04,06,Quarter,TAEE11
